,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,GIN,GIN,AZZURRE SPIRITS CORP,EMPRESS 1908,EMPRESS 1908,EMPR 190 GIN 85 PRF 750 ML 062845177310,"2,146","1,323","1,752","2,597","6,459","11,172","5,710","4,647","8,602","13,538","13,221","24,987","17,144","17,216","20,789","22,922","18,731","34,225","32,217","36,778","43,087","36,303","33,165","75,849","51,586","49,597","80,112","83,999","92,883","117,684","108,023","117,466",61,39,52,75,200,348,159,126,235,362,351,669,458,476,568,622,506,916,876,997,"1,153",975,895,"2,131","1,404","1,312","2,140","2,207","2,454","3,180","2,923","3,136",422.43,407.11,404.45,415.65,388.56,385.64,432.36,443.28,439.96,449.1,452.82,448.57,448.94,434.37,439.47,442.33,444.12,448.69,441.32,442.79,448.48,446.85,444.88,427.24,441.12,453.73,449.36,456.88,454.4,444.3,443.7,449.67,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.7,0.6,0.5,0.6,0.8,0.9,0.8,1,1
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LGHT GIN 86 PRF 50 ML 008048000000,,288,132,357,127,449,139,435,961,780,449,647,324,283,243,120,86,243,80,44,,,,2,,,5,,,,,21,,86,58,124,56,181,62,191,396,341,196,248,141,124,106,53,38,106,35,20,,,,1,,,2,,,,,10,,599.07,406.9,512.98,409.33,444.13,402.89,407.49,433.48,408.78,408.4,465.45,409.02,409.09,409.19,409.4,404.75,408.61,409.4,404.6,,,,381.67,,,416.36,,,,,369.64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,,,,,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 1000 ML 008048030001,"11,644","13,027","15,360","14,069","15,645","27,839","19,505","20,879","22,546","12,293","14,438","19,805","12,322","11,856","15,470","13,133","14,036","20,375","18,662","17,365","20,190","12,593","11,640","20,226","11,433","11,219","19,561","17,688","21,672","25,699","25,516","26,270",484,547,652,588,672,"1,206",848,898,953,518,604,831,517,502,665,547,601,888,807,737,842,526,481,834,477,469,808,744,904,"1,072","1,062","1,120",216.46,214.34,212.15,215.19,209.68,207.84,207.13,209.25,213.05,213.57,215.11,214.55,214.65,212.57,209.46,215.99,210.19,206.63,208.2,212.02,215.81,215.61,217.91,218.38,215.82,215.22,217.86,213.87,215.68,215.68,216.23,211.17,0.3,0.3,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 1750 ML 008048030000,"137,422","146,565","198,305","157,985","170,824","229,830","174,122","158,830","177,042","127,396","124,156","151,053","108,408","128,120","157,870","135,699","135,181","170,501","147,267","127,463","165,896","126,592","112,968","157,612","104,309","111,066","229,023","218,518","204,478","256,629","173,432","176,356","5,452","5,868","7,920","6,259","6,791","9,136","6,887","6,130","6,562","4,786","4,590","5,449","3,793","4,583","5,576","4,660","4,720","6,043","5,056","4,347","5,661","4,273","3,805","5,403","3,503","3,620","7,667","7,589","6,786","8,673","5,799","5,851",129.65,128.47,128.8,129.83,129.39,129.41,130.06,133.28,138.78,136.93,139.15,142.61,147.01,143.81,145.65,149.8,147.32,145.14,149.84,150.83,150.73,152.4,152.73,150.05,153.18,157.82,153.66,148.13,155.01,152.22,153.85,155.06,1.6,1.6,1.7,1.7,1.8,1.9,1.8,1.8,1.6,1.5,1.4,1.4,1.3,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.4,1.4,1.5,1.3,1.3,1.8,2,2,2,1.8,1.8
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 1750 ML 008144010301,,,,,26,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,133.97,,,,,133.97,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 375 ML 008048030003,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 750 ML 008048030002,"144,120","158,275","206,071","170,215","196,500","281,391","232,051","224,849","226,727","154,425","159,489","220,273","159,995","159,706","193,084","163,281","171,606","249,597","211,424","203,576","201,414","149,458","137,665","208,093","136,602","145,216","227,103","242,665","247,885","307,169","242,599","226,420","7,748","8,388","11,061","9,140","10,527","15,092","12,339","11,845","11,969","8,301","8,509","11,790","8,499","8,464","10,285","8,508","8,847","13,008","10,810","10,399","10,337","7,740","7,025","10,712","6,965","7,564","11,892","12,533","12,705","15,679","12,341","11,695",223.3,226.53,223.65,223.56,224.08,223.83,225.77,227.89,227.41,223.34,225.02,224.29,225.98,226.51,225.38,230.4,232.87,230.35,234.8,235.01,233.92,231.81,235.24,233.21,235.44,230.46,229.26,232.43,234.22,235.18,236,232.41,3.4,3.5,3.6,3.6,4.1,4.1,4.3,4.1,3.8,3.5,3.6,4,3.7,3.7,3.5,3.7,3.6,3.9,4,4,3.5,3.5,3.3,3.8,3.4,3.4,3.8,4.4,4.5,4.4,4.3,4.2
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY,BMBY LNDN DRY GIN 86 PRF 750 ML 008144010331,,,48,,,,,,,,,,,,,,,,,,,18,,,,,,19,,18,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,287.31,,,,,,,,,,,,,,,,,,,221.69,,,,,,228.8,,221.69,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH DRNK CNTN LNDN DRY GIN 1 CT 008048000121,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH DRNK CNTN LNDN DRY GIN BOX 1 CT 008048000444,43,90,97,50,118,98,25,,,25,82,90,62,27,25,,,32,,,,,,,,,,,,,,,2,4,4,2,5,4,1,,,1,4,4,3,1,1,,,1,,,,,,,,,,,,,,,21.7,22.6,24.24,25.12,23.67,24.59,25.12,,,25.12,20.46,22.56,20.56,26.99,25.12,,,32.49,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH DRNK CNTN LNDN DRY GIN BOX 1 CT 008048030108,,,,,,,,,,,,,24,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,23.99,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 1000 ML 008048000210,730,"1,140","1,210",575,"1,464","1,690","1,188","1,061","1,189",681,499,"1,493",800,635,"1,283",713,419,"1,116",863,431,498,266,237,577,456,285,787,915,"1,052",370,"1,268",810,28,45,49,21,52,60,48,39,43,25,18,52,28,30,42,26,15,39,30,20,17,9,8,20,15,10,26,31,34,13,41,26,234.73,228.09,222.24,246.43,254.76,254.41,222.85,242.97,246.09,245.04,249.36,258.59,257.1,190.51,274.05,251.07,251.26,258.76,258.93,193.88,263.44,265.91,266.28,259.5,279.24,256.71,272.75,265.8,278.68,256.16,276.23,276.45,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 750 ML 008048000211,"84,164","99,382","109,476","91,879","101,556","137,332","114,154","106,642","121,889","89,617","94,385","143,407","102,989","103,539","117,830","92,386","98,681","127,314","104,433","92,754","105,863","83,082","86,436","136,246","85,037","85,851","132,208","125,722","136,651","158,812","130,873","119,277","3,767","4,438","4,883","4,075","4,454","6,037","5,005","4,608","5,494","4,155","4,252","6,373","4,460","4,493","5,098","3,973","4,312","5,625","4,587","4,069","4,679","3,765","3,965","6,277","3,872","3,780","5,964","5,618","5,999","7,068","5,860","5,332",268.24,268.85,269.15,270.69,273.71,273.07,273.8,277.83,266.35,258.93,266.46,270.12,277.22,276.66,277.47,279.18,274.76,271.71,273.31,273.65,271.59,264.9,261.69,260.59,263.63,272.67,266.11,268.64,273.44,269.73,268.11,268.57,1.6,1.7,1.7,1.7,2,2.3,2.5,2.3,2.1,2,2.1,2.4,2.2,2.1,2,2,2.2,2.3,2.4,2.1,2,2,2,2.5,2,2,2.4,2.8,2.9,2.8,2.7,2.6
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 1000 ML 008048030101,"90,296","114,500","115,847","105,571","131,198","184,389","161,727","137,646","144,126","99,434","107,763","177,265","102,237","94,791","113,279","95,737","109,774","146,551","137,910","130,721","140,677","93,134","92,433","156,019","83,046","83,992","158,404","155,301","163,660","219,536","180,185","166,668","3,353","4,264","4,013","3,631","4,515","6,406","5,625","4,800","5,055","3,431","3,745","6,140","3,651","3,308","3,927","3,279","3,794","5,067","4,753","4,551","4,887","3,234","3,187","5,396","2,888","2,918","5,463","5,360","5,655","7,613","6,237","5,779",242.42,241.7,259.81,261.69,261.53,259.1,258.77,258.13,256.65,260.86,258.98,259.86,252.07,257.91,259.65,262.79,260.4,260.31,261.19,258.52,259.1,259.24,261.02,260.26,258.83,259.12,261,260.77,260.51,259.57,260.03,259.58,1.3,1.3,1.3,1.3,1.5,1.6,1.6,1.5,1.4,1.2,1.2,1.4,1.2,1.2,1.2,1.2,1.3,1.4,1.6,1.5,1.4,1.2,1.2,1.4,1.1,1.2,1.4,1.5,1.5,1.6,1.6,1.6
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 1750 ML 008048030100,"1,134,979","1,142,459","1,495,568","1,322,735","1,340,949","1,907,452","1,551,891","1,493,582","1,640,097","1,242,129","1,328,901","1,786,021","1,133,267","1,279,569","1,482,244","1,357,367","1,349,702","1,871,402","1,579,118","1,492,794","1,680,595","1,343,034","1,257,357","1,946,462","1,169,914","1,172,519","2,294,857","2,188,911","2,112,220","2,533,257","2,085,971","1,918,655","34,266","33,445","43,912","39,634","39,240","57,199","46,062","44,033","47,293","36,552","38,983","53,162","33,014","37,292","42,682","39,996","39,570","54,767","46,122","43,695","48,162","39,753","36,729","57,437","34,021","33,839","64,917","62,375","60,323","72,740","61,292","55,304",170.38,175.72,175.2,171.68,175.79,171.54,173.31,174.49,178.39,174.81,175.35,172.82,176.58,176.5,178.64,174.58,175.46,175.77,176.12,175.74,179.5,173.79,176.1,174.32,176.89,178.24,181.84,180.52,180.12,179.15,175.07,178.46,9.6,9.8,9.9,10.1,10.5,10.8,11,10.7,10.3,10,10.5,10.7,9.9,10.1,10,10.4,10.7,11.2,11.5,11.1,10.9,10.5,10.4,11.3,10.2,10.2,11.9,13.1,12.7,12.7,12.5,12.4
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 1750 ML 008144011301,,,,28,,21,,100,115,59,93,59,62,87,167,28,22,38,112,,64,32,91,,58,64,,28,,116,60,27,,,,1,,1,,3,4,2,3,2,2,3,5,1,1,1,4,,2,1,3,,2,2,,1,,5,2,1,,,,144.28,,108.2,,171.48,147.76,151.62,159.47,151.62,159.33,149.18,171.76,144.28,113.35,195.83,143.91,,164.47,164.9,156.04,,150.33,164.47,,144.28,,119.29,154.19,139.12,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 200 ML 008048000006,395,375,"1,075",435,"1,540",327,174,402,"1,873","1,342","1,041","2,323","2,120","1,975","2,045","1,527","2,610","2,580","1,689","1,320","2,086","1,316","1,442","1,546","1,092","1,232","1,694","1,875","1,178","1,115","1,018",833,39,38,101,43,153,33,19,36,186,143,97,214,198,206,214,166,258,245,172,129,219,139,156,164,115,133,172,196,150,135,120,122,459.33,445.04,477.85,450.76,454.62,450.87,403.81,503.87,452.77,422.89,486.17,489.53,481.39,431.78,430.78,415.14,455.66,473.39,441.58,459.77,429.34,425.97,415.58,424.62,429.61,416.88,442.82,430.71,353.52,371.57,381.12,308.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 200 ML 008048030114,"2,296","2,548","3,029","2,903","2,510","3,458","3,328","2,984","3,594","2,939","3,054","3,915","3,015","2,699","3,157","2,749","2,937","4,615","3,670","3,079","3,876","3,261","3,270","3,770","2,308","2,805","3,048","2,333","2,710","3,339","2,816","2,544",413,455,535,482,485,671,652,528,637,509,590,756,585,480,550,457,561,896,692,553,682,571,619,717,451,508,535,413,524,639,545,460,250.45,252.26,255.04,271.51,233.13,232.13,229.96,254.71,254.34,260.13,233.14,233.3,231.98,253.45,258.39,270.84,235.62,232.02,238.87,250.8,256.02,257.24,237.95,237.03,230.52,248.79,256.61,254.4,232.98,235.38,232.81,249.16,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 375 ML 008048030103,"17,773","15,497","19,399","15,588","15,276","36,445","37,374","28,791","32,608","24,621","26,973","43,808","30,098","28,700","37,763","31,352","30,163","39,683","36,719","33,756","43,176","32,998","29,953","52,656","35,034","33,697","45,421","40,184","46,547","58,995","52,688","47,280","1,275","1,117","1,403","1,177","1,173","2,986","3,107","2,256","2,515","1,886","2,074","3,349","2,284","2,200","2,866","2,414","2,353","3,178","2,839","2,570","3,338","2,614","2,361","4,132","2,706","2,612","3,528","3,214","3,683","4,675","4,141","3,676",334.26,332.74,331.59,317.48,312.41,292.71,288.43,306.1,310.89,313.02,311.84,313.67,315.95,312.83,315.99,311.48,307.38,299.46,310.14,314.93,310.19,302.74,304.27,305.6,310.48,309.37,308.72,299.83,303.07,302.63,305.09,308.47,0.5,0.5,0.5,0.5,0.6,1.1,1.3,1.3,1.2,1.2,1.2,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.4,1.3,1.6,1.4,1.4,1.4,1.5,1.6,1.6,1.7,1.6
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 375 ML 008048030113,"16,289","16,807","21,365","16,065","17,789","22,721","18,480","18,773","23,824","19,891","19,749","27,110","19,638","19,481","26,653","21,129","19,275","23,836","20,907","22,709","27,572","22,416","20,477","27,881","20,748","20,296","26,181","20,661","20,416","25,166","19,140","21,496","1,377","1,519","1,953","1,509","1,544","1,965","1,589","1,695","2,197","1,827","1,738","2,357","1,690","1,774","2,437","1,943","1,688","2,065","1,784","2,006","2,463","1,978","1,737","2,354","1,728","1,774","2,343","1,855","1,737","2,096","1,583","1,845",283.61,265.4,262.34,255.37,276.33,277.33,278.98,265.6,260.04,261.1,272.5,275.79,278.63,263.36,262.28,260.74,273.82,276.81,281,271.44,268.45,271.77,282.63,284.09,288.02,274.34,268,267.15,281.94,287.87,289.9,279.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 50 ML 008048000008,"5,451","6,169","8,321","6,686","7,879","7,394","5,849","6,237","7,727","7,062","7,341","13,648","6,297","6,489","9,832","8,079","7,322","9,559","9,392","7,410","8,955","7,847","6,534","12,355","7,210","7,329","8,049","5,164","6,264","8,069","7,860","7,701","2,104","2,180","3,095","2,533","2,983","2,651","2,175","2,322","3,002","2,770","2,780","5,405","2,571","2,567","3,821","3,194","2,968","3,716","3,487","2,825","3,415","3,203","2,596","4,879","2,755","2,861","3,133","1,990","2,359","3,041","2,903","2,856",462.52,505.3,480.06,471.24,471.68,498.13,480.31,479.76,459.6,455.23,471.45,450.89,437.32,451.33,459.45,451.74,440.52,459.32,481.04,468.31,468.3,437.48,449.55,452.22,467.32,457.38,458.75,463.48,474.08,473.86,483.54,481.54,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 50 ML 008048030104,6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.94,354.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 750 ML 008048030102,"1,049,898","1,048,672","1,421,119","1,118,238","1,266,303","1,729,848","1,493,166","1,371,483","1,539,159","1,140,107","1,226,803","1,747,712","1,152,288","1,107,686","1,429,061","1,175,876","1,217,159","1,745,460","1,556,364","1,407,313","1,598,993","1,164,374","1,146,266","1,843,661","1,155,833","1,116,218","1,813,566","1,732,725","1,860,679","2,188,291","1,733,004","1,662,388","47,430","47,552","64,805","49,879","57,263","77,519","67,148","60,041","67,602","51,581","55,894","78,660","51,796","49,270","65,064","52,033","53,930","77,775","69,118","61,906","70,606","52,121","51,739","82,978","51,253","48,878","79,658","75,638","81,693","96,233","76,435","72,842",265.74,264.74,263.25,269.14,265.47,267.89,266.95,274.22,273.33,265.35,263.49,266.73,267.07,269.89,263.67,271.29,270.94,269.42,270.32,272.91,271.87,268.19,265.96,266.73,270.73,274.15,273.31,275.01,273.43,272.98,272.18,273.97,13.9,14.2,14.7,14.7,15.3,16,16.4,15.7,15.3,14.8,15.4,16.4,14.8,14.6,14.9,15.1,15.5,16.9,17.9,17.1,16.4,15.9,16,18.1,15.8,15.6,17,18.5,18.8,18.3,18.2,17.7
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY,BOMBAY SAPPHIRE,BMBY SPH LNDN DRY GIN 94 PRF 750 ML 008144011331,,0,30,,62,155,30,,,0,,,,,,,,,25,,,63,,,,,21,,,,,362,,1,1,,2,5,1,,,1,,,,,,,,,1,,,3,,,,,1,,,,,16,,0.12,361.33,,371.14,371.58,361.33,,,0.12,,,,,,,,,301.08,,,250.1,,,,,252.89,,,,,271.91,,0,0,,0,0,0,,,0,,,,,,,,,0,,,0,,,,,0,,,,,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOMBAY SAPPHIRE & FEVER-TREE,BOMBAY SAPPHIRE & FEVER-TREE,BMBY SPH & FVR TR TNC WTR GIN BOX 1 CT 008048098566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,862,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,81,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,10.63,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOSFORD,BOSFORD,BSFR GIN RS 750 ML 008048098390,,,,,,,74,208,816,"1,274",966,"1,291","1,116",916,836,751,928,"1,134",884,718,747,603,612,956,490,537,626,709,805,884,516,813,,,,,,,5,15,62,97,72,95,84,71,63,57,67,95,71,72,57,46,53,78,38,43,51,56,68,84,46,77,,,,,,,174.94,166.4,157.05,157.45,162.11,162.66,160.38,154.54,158.77,157.53,165.91,142.91,149.43,119.74,157.19,156.6,138.66,147.16,154.66,150.05,147.4,151.97,142.08,126.31,134.72,126.79,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,BOSFORD,BOSFORD,BSFR GIN RS PLST 50 ML 008048098392,,,,,,,59,98,687,967,"1,035","1,405",868,785,786,521,492,574,480,476,410,294,293,544,294,290,269,184,244,199,157,130,,,,,,,57,98,687,996,"1,026","1,428",879,777,783,515,475,551,454,451,387,285,319,585,332,313,266,181,251,205,180,146,,,,,,,185.3,178.14,178.45,173.28,180.06,175.65,176.4,180.51,179.2,180.59,185.05,186.09,188.82,188.42,189.25,184.3,163.85,166.17,158.35,165.58,180.8,181.89,173.36,173.35,155.45,158.4,,,,,,,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,OXLEY,OXLEY,OXLY GIN 1000 ML 008048000048,273,908,113,213,396,"1,425","2,209",320,92,92,40,125,25,,,76,,,,,,,,,238,40,,,63,57,,,5,21,2,4,10,36,55,10,2,2,3,3,1,,,2,,,,,,,,,8,1,,,1,1,,,490.92,396.66,508.92,479.55,352.7,360.66,363.72,287.93,414.32,415,120.09,375.29,225.14,,,341.53,,,,,,,,,270.01,360.27,,,567.48,510.72,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,0,0,,
Total US xAOC,ALCOHOL,GIN,GIN,BACARDI LTD,OXLEY,OXLEY,OXLY LNDN DRY GIN 750 ML 008048098342,,868,411,"1,511","3,904","3,564","2,625","6,529","3,519","3,587","4,085","8,594","3,925","4,522","6,147","5,928","7,035","7,238","6,188","6,961","5,618","4,115","3,683","6,283","3,236","3,714","6,197","7,666","6,743","7,890","6,937","5,355",,25,12,44,115,106,78,200,108,112,128,268,122,146,193,184,233,232,207,229,200,150,130,219,109,135,210,267,232,273,243,192,,419.98,410.88,412.16,408.89,402.76,404.74,392.28,391.55,384.22,382.99,385.29,385.62,371.39,382.57,386.88,362.66,375.2,358.74,365.55,337.15,328.64,339.6,345.16,357.31,330.99,353.93,344.9,348.71,346.73,342.85,334.41,,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,GIN,GIN,BACKWARDS DISTILLING COMPANY,BACKWARDS DISTILLING COMPANY,BACKWARDS DISTILLING COMPANY,BCKW DST CMP GIN 750 ML 085370900500,333,501,325,194,400,478,896,503,347,270,236,823,588,389,417,426,283,914,808,386,614,381,243,397,347,313,717,346,552,933,861,788,10,15,10,6,12,14,30,17,10,8,7,25,16,11,12,12,8,26,23,11,18,11,7,12,10,9,21,10,16,27,26,23,399.33,400.56,389.6,387.12,399.87,410.09,358.46,355.04,416.18,404.99,405.54,394.93,441.46,425.08,416.87,422.98,422,421.88,421.75,421.16,409.67,415.84,417.48,396.59,416.78,417.24,410.11,415.89,413.79,414.91,397.31,411.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,GIN,GIN,BAINBRIDGE ORGANIC DISTILLERS,BAINBRIDGE HERITAGE,BAINBRIDGE HERITAGE,BNBR HRT GIN 90 PRF 750 ML 085150400201,"2,715","1,744","1,683","2,226","2,620","4,896","4,632","6,114","4,855","3,490","3,028","7,842","3,138","3,671","3,848","3,271","4,013","6,098","5,372","4,758","5,643","2,994","3,088","7,651","3,860","3,482","4,918","4,647","6,056","10,190","6,473","7,647",64,39,38,49,59,129,124,161,129,92,81,205,83,97,103,87,107,166,142,127,150,79,82,202,102,92,130,123,160,287,171,201,512.31,536.81,531.63,545.2,531.08,454.72,449.68,455.08,451.76,456.79,448.82,458.28,453.43,454.22,448.48,451.38,450.23,440.96,454.1,449.73,451.58,454.98,452.08,454.69,454.28,454.31,454.12,453.5,454.08,426.01,455.45,456.39,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
